timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-06T05:05:30,codecarbon,de45fae9-b97c-41fa-8b0c-37eb6bfbfec8,bf7f8979-0c77-468f-955e-1be4a562aab3,402.6811915590006,3.37176710454435e-05,8.373291763368393e-08,4.418822099181618,0.0,10.0,0.0004773251251631916,0.0,0.001078928778938896,0.0015562539041020877,0.0,Canada,CAN,british columbia,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.41,3.11.14,3.2.2,8,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,,,-122.822,49.4635,3.623260498046875,machine,12.520300751879699,0,44.122807017543785,1.5987290499503153,N,1.0,0.0
