timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-02-20T01:32:45,codecarbon,f2c22af7-2028-4dcf-ade0-4aa1fa0aefd0,bf7f8979-0c77-468f-955e-1be4a562aab3,206.44775621500025,2.173725390571167e-05,1.0529179054420872e-07,7.5,0.0,10.0,0.0004300967571562,0.0,0.0005731957362555,0.0010032924934118,0.0,Canada,CAN,british columbia,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.41,3.11.14,3.2.2,8,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,-122.822,49.4635,3.62325668334961,machine,54.0635922330097,0,45.95970873786396,1.6652936842835064,N,1.0,0.0,,
2026-02-20T01:58:30,codecarbon,ace12544-7f18-47f3-b187-8a8f4ea59b5b,bf7f8979-0c77-468f-955e-1be4a562aab3,306.19908399199994,3.224394746133612e-05,1.0530386649418768e-07,7.5,0.0,10.0,0.0006378701196729176,0.0,0.0008503634256611122,0.00148823354533403,0.0,Canada,CAN,british columbia,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.41,3.11.14,3.2.2,8,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,-122.822,49.4635,3.6232566833496094,machine,55.743278688524555,0,45.95409836065558,1.665049843709977,N,1.0,0.0,,
